Disposition,Orbital Period,Transit Epoch,Impact Parameter,Transit Duration,Transit Depth,Planetary Radius,Equilibrium Temperature,Transit Signal-to-Noise,Stellar Effective Temperature,Stellar Surface Gravity,Stellar Radius,Right Ascension,Declination,Kepler-band
FALSE POSITIVE,2.62,131.87,0.66,4.74,128,1.64,1548,42.9,5864,4.2,1.37,292.99,43.18,13.92
CONFIRMED,11.48,139.63,0.07,2.76,241,1.58,796,16.5,5550,4.38,1.03,289.13,47.06,15.05
FALSE POSITIVE,40.01,141.74,1.16,3.62,582,20.75,585,20.2,6237,4.4,1.02,295.07,46.47,15.04
FALSE POSITIVE,6.59,133.36,0.52,4.76,259,1.35,871,15.7,5616,4.56,0.82,291.18,39.11,15.58
FALSE POSITIVE,0.76,131.77,0.52,1.09,39.7,1.38,3834,21.6,8621,4.1,2.09,284.03,42.17,12.44
CONFIRMED,4.37,131.93,0.09,2.85,178,1.56,1191,17.7,5657,4.28,1.18,287.41,45.92,15.13
FALSE POSITIVE,1.08,131.87,0.69,3.36,146,1.04,1565,17.6,5482,4.54,0.81,291.29,49.24,15.99
FALSE POSITIVE,4.74,133.14,0.05,1.02,306,1.77,1118,13.2,6046,4.48,1.01,286.51,41.92,14.41
FALSE POSITIVE,18.14,138.32,1.19,2.02,453,24.49,744,16.4,6184,4.45,1.04,287.76,40.74,14.99
CONFIRMED,3.7,132.21,0,3.37,55.7,1.45,1839,15.9,6732,3.96,1.93,282.3,46.52,12.4
CONFIRMED,37.33,162.9,0.85,7.64,188,2.5,657,22.5,5623,4.08,1.59,287.81,45.34,13.61
CONFIRMED,6.03,137.12,0.35,10.05,89.5,3.34,1598,26.1,4924,3.36,3.59,286.72,48.65,13.27
CONFIRMED,3.03,134.37,0.84,3,128,1.62,1484,23.8,6123,4.26,1.26,286.34,37.41,13.93
FALSE POSITIVE,0.93,131.52,0.01,4.26,418,1.3,1309,62.8,4643,4.61,0.66,292.84,47.55,15.65
FALSE POSITIVE,6.1,133.32,1.21,4.64,569,45.49,1826,14,8828,4.23,1.83,299.55,41.24,13.42
CONFIRMED,2.76,131.61,0.24,3.68,66.8,1.84,2017,14.2,6381,3.9,2.23,285.71,41.61,13.32
FALSE POSITIVE,5.6,131.87,0.4,1.66,201,1.26,975,15.3,5796,4.52,0.88,295.43,42.17,14.63
FALSE POSITIVE,62.68,182.23,1.1,2.33,399,39.8,916,17.8,7058,3.65,3.1,289.37,50.93,13.07
FALSE POSITIVE,50.57,161.11,0.07,3.73,1280,2.74,406,19.9,5262,4.59,0.78,282.02,44.39,15.81
CONFIRMED,2.03,132.32,0.13,1.68,316,1.87,1542,24.5,6156,4.44,1.05,289.19,50.94,15.3
FALSE POSITIVE,4.1,168.15,0.94,8.15,124000,82.46,1413,2619.2,5923,4.12,1.51,287.16,39.38,11.26
CONFIRMED,4.35,132.86,0.73,2.43,277,1.63,1043,19,5455,4.42,0.91,290.74,43.26,15.4
CONFIRMED,11.32,136.06,0.95,3.52,311,1.51,554,16,4563,4.62,0.64,287.66,48.98,15.01
CONFIRMED,13.71,135.52,0.68,2.44,787,2.47,676,22.6,5550,4.56,0.83,294.53,46.62,15.94
CONFIRMED,7.47,136.39,0.49,3.63,75.7,1.04,1035,18.8,6161,4.4,1.17,288.06,51.35,12.77
CONFIRMED,51.13,137.16,0.83,6.02,382,2.43,542,19.6,6071,4.35,1.11,285.22,38.81,14.42
FALSE POSITIVE,133.52,134.89,0.63,2.2,510,2.01,344,6.5,5989,4.55,0.85,292.02,48.23,15.31
CONFIRMED,9.55,175.76,0.07,1.58,1830,1.57,374,112.2,3547,4.9,0.37,284.92,45.97,14.49
FALSE POSITIVE,1.23,133.5,0.21,1.04,466,1.62,1324,26.4,4897,4.54,0.76,291.85,45.11,15.76
CONFIRMED,4.7,133.94,0.2,3.06,240,1.49,1098,15.9,5999,4.49,0.96,290.69,43.86,15.71
FALSE POSITIVE,0.57,132.02,0.07,2.03,797,1.8,1589,59.8,4788,4.61,0.66,290.65,41.23,12.09
CONFIRMED,7.26,138.34,0.05,5.73,3710,5.53,880,288.6,5638,4.51,0.92,290.64,38.71,14.75
FALSE POSITIVE,6.1,135.03,0.66,10.39,113,0.99,988,29.2,5826,4.43,0.89,296.12,50.52,14.1
CONFIRMED,22.92,133.67,0.6,8.2,140,1.33,684,24,5897,4.36,1.08,291.58,44.53,13.58
CONFIRMED,16.1,135.01,0.22,5.71,124,3.21,1159,25.4,5822,3.68,2.89,297.22,47.38,12.25
CONFIRMED,7.43,133.1,0.34,3.21,205,1.4,899,15.4,5573,4.43,0.98,297.07,42.98,14.99
FALSE POSITIVE,0.87,132.26,0.67,1.78,68.1,0.72,1597,19.2,5099,4.49,0.83,290.3,46.79,14.11
FALSE POSITIVE,5.46,131.67,0.4,1.78,172,1.25,1106,21.2,6319,4.47,0.93,295.78,43.18,14.33
CONFIRMED,3.17,133.7,0.09,1.91,205,0.88,830,21.4,4500,4.63,0.63,284.83,44.61,14.99
CONFIRMED,13.3,140.95,0.03,3.28,220,0.91,515,14.9,4500,4.63,0.63,284.83,44.61,14.99
CONFIRMED,5.4,173.86,0.02,3.43,347,2.21,1140,289.6,5790,4.28,1.2,291.03,49.04,10
FALSE POSITIVE,5.27,131.69,0.4,1.96,97.8,1.07,1155,16,6204,4.39,1.07,293.97,42.84,13.65
FALSE POSITIVE,2.68,133.7,0.12,2.02,421,1.57,998,17.5,4732,4.53,0.8,294.07,38.18,15.6
CONFIRMED,7.42,137.96,0.87,7.27,72.6,3.36,1425,20.6,4938,3.45,3.32,290.62,51.06,13.01
CONFIRMED,8.63,139.57,0.6,3.14,326,1.43,739,14.9,5352,4.6,0.76,289.38,40,15.87
FALSE POSITIVE,12.49,136.31,0.75,2.85,190,1.36,763,17,5753,4.46,0.91,287.14,41.78,14.52
CONFIRMED,3.28,131.98,0,2.22,323,1.71,1195,17.9,5812,4.5,0.96,284.91,43.95,15.93
FALSE POSITIVE,8.44,136.27,0.42,3.35,360,1.97,934,19,6081,4.47,1.02,284.28,46.99,15.35
FALSE POSITIVE,16.93,132.15,0.32,1.22,488,2.46,793,20.4,6310,4.42,1.1,290.06,39.92,14.78
CONFIRMED,12,142.04,0.6,3.27,421,1.47,632,20,5195,4.6,0.69,285.82,45.71,15.56
CONFIRMED,1.92,132.47,0.41,1.42,105,0.89,1246,17.7,5083,4.47,0.87,294.89,49.38,14.1
FALSE POSITIVE,2.17,134.12,0.76,4.6,74.8,1.08,1496,29.3,5749,4.32,1.15,297.79,45.42,13.66
CONFIRMED,28.63,158.12,0.02,4.55,653,2.38,573,18.3,5774,4.51,0.94,285.8,44.87,15.83
CONFIRMED,6.98,132.79,0.7,6.53,38,1.42,1384,20.9,6054,3.92,2.16,284.59,46.45,11.75
FALSE POSITIVE,1.32,132.06,0.62,1.98,101,1.13,1843,17.4,6306,4.43,1.08,298.35,40.14,14.33
CONFIRMED,12.28,170.4,0.05,2.71,2790,2.83,431,137.2,3879,4.71,0.54,284.94,46.57,15.47
CONFIRMED,5.58,136.43,0.45,3.67,53.6,0.92,1183,13.2,6187,4.34,1.24,290.03,48.34,13.38
CONFIRMED,115.69,246.99,0.23,4.65,946,3.52,401,20.7,5800,4.33,1.15,291.27,44.49,15.17
CONFIRMED,3.81,132.57,0.31,1.97,281,1.37,1029,11.4,5547,4.57,0.82,291.4,45.59,15.89
CONFIRMED,38.1,140,0.95,4.31,913,1.58,242,17,3554,4.87,0.4,294.37,49.92,15.93
FALSE POSITIVE,2.64,134.21,0.91,5.46,5420,9.16,1385,222.8,6108,4.47,1.03,293.67,46.3,15.11
CONFIRMED,16.3,133.79,0.88,3.97,260,1.54,557,19.7,4873,4.56,0.8,285.3,44.55,14.61
CONFIRMED,13.32,134.04,0.23,3.87,117,1.32,872,16.3,6113,4.34,1.22,286.63,37.54,12.87
CONFIRMED,2.61,131.83,0.21,1.39,352,2.07,1431,23,6147,4.44,1.1,287.79,45.98,15.62
CONFIRMED,3.24,132.94,0.76,1.99,372,1.84,1047,18,5094,4.47,0.87,291.96,44.9,15.77
FALSE POSITIVE,6.86,136.02,0.48,2.27,198,1.27,897,17.2,5734,4.54,0.88,288.88,44.96,14.74
FALSE POSITIVE,2.29,133.56,0.06,7.82,262,1.01,942,35.9,4583,4.65,0.65,297.22,47.03,15.55
CONFIRMED,9.61,136.38,0.54,3.01,55,0.91,941,32.2,5790,4.28,1.2,291.03,49.04,10
FALSE POSITIVE,3.55,133.78,0.33,2.86,185,0.99,987,13.6,5399,4.62,0.73,296.96,47.96,15.41
CONFIRMED,3.66,134.95,0.22,2.06,107,1.32,1368,12.8,6078,4.29,1.27,293.5,44.93,14.46
CONFIRMED,8.38,134.41,0.89,5.2,109,3.24,1285,14.1,5405,3.74,2.61,292.13,41.41,14.67
CONFIRMED,1.68,133.08,0.42,2.99,83.2,1.27,1790,17.4,5827,4.19,1.37,289.96,47.02,14.81
FALSE POSITIVE,8.59,131.97,0.91,6.68,298,1.82,843,18.9,5817,4.54,0.88,298.75,46.94,15.41
CONFIRMED,7.13,136.88,0.2,5.52,45.9,1.36,1373,22,6311,4,1.99,284.42,49.11,11.39
FALSE POSITIVE,0.87,131.5,1.1,1.45,137,25.5,3165,41.6,7102,3.97,2.08,289.8,47.26,12.34
CONFIRMED,7.01,138.4,0.43,2.18,223,3.76,1453,21.3,5814,3.75,2.48,290.63,40.14,14.69
CONFIRMED,17.29,135.75,0.87,7.04,203,2.13,809,23.7,5936,4.26,1.3,296.38,50.62,14.15
CONFIRMED,94.29,166.51,0.61,4.1,505,2.11,369,22.5,5632,4.54,0.9,287.07,41.87,14.18
FALSE POSITIVE,12.43,141.51,0.98,29.14,258,2.12,741,62.2,5428,4.4,0.94,297.59,40.58,14.15
CONFIRMED,45.09,133.55,0.96,4.61,436,2.44,487,14.1,5790,4.53,0.9,292.12,49.26,14.98
CONFIRMED,15.05,135.53,0.89,4.42,222,1.44,665,16.3,5475,4.48,0.82,298.95,46.69,14.5
CONFIRMED,1.57,132.91,0,0.76,2750,1.73,648,48.6,3464,4.92,0.33,282.25,44.92,16.26
CONFIRMED,5.15,133.32,0.72,0.96,2360,1.72,436,25.4,3464,4.92,0.33,282.25,44.92,16.26
FALSE POSITIVE,0.73,131.5,0.79,3,135,1.37,2190,27,6143,4.42,1.07,289.79,38.39,15.02
FALSE POSITIVE,0.52,131.65,1.13,1.79,1220,13.96,1807,79.6,5068,4.56,0.73,281.56,42.52,15.79
CONFIRMED,6.74,132.29,0.66,4.18,142,1.48,1011,15.4,5511,4.26,1.18,280.82,42.64,14.46
CONFIRMED,41.75,210.4,0.05,4.61,422,2.4,584,110.5,5978,4.32,1.17,289.66,48.71,11.85
FALSE POSITIVE,75.38,167.12,0.99,6.74,448,3.82,455,20.5,5876,4.37,1.08,297.63,41.64,13.69
CONFIRMED,213.26,268.13,0.04,7.77,1990,2.72,202,36.1,4477,4.65,0.64,290.38,41.15,15.17
CONFIRMED,100.28,245.04,0.54,10.86,351,2.51,475,81.9,6214,4.24,1.3,289.35,44.21,10.5
CONFIRMED,4.87,133.64,0.71,1.59,6460,1.56,341,50.5,3157,5.11,0.18,298.74,46.5,17.48
CONFIRMED,2.98,133.12,0.45,1.26,2600,0.92,401,24.3,3157,5.11,0.18,298.74,46.5,17.48
CONFIRMED,2.89,131.67,0.92,0.99,632,1.24,557,37.1,3483,4.88,0.39,290.96,49.37,14.72
FALSE POSITIVE,0.5,131.57,0.29,0.96,239,1.08,1676,26.8,4784,4.62,0.71,286.05,38.96,15.4
FALSE POSITIVE,2.76,133.42,0.74,3.43,85.5,1.74,1783,27.8,6257,4.06,1.75,290.64,48.88,13.88
FALSE POSITIVE,1.57,131.77,1.15,7.22,220,77.12,3384,48.2,6622,3.42,4.32,297.11,39.7,13.16
FALSE POSITIVE,2.72,131.91,0.08,2.41,153,1.06,1162,15.5,5458,4.53,0.87,297.38,39.94,15
CONFIRMED,1.57,131.86,0.07,1.58,225,0.93,998,17.7,4313,4.66,0.65,288.42,47.88,15.57
FALSE POSITIVE,0.95,132.39,0.02,1.21,202,0.88,1229,13.9,4464,4.64,0.64,290.73,39.92,15.76
CONFIRMED,14.44,141.51,0.61,3.41,107,1.46,884,22,6075,4.26,1.35,285.19,46.03,11.49
FALSE POSITIVE,0.5,131.66,0.33,1.46,141,0.76,1801,17.1,5271,4.63,0.63,295.54,39.41,15.48
CONFIRMED,2.28,133.36,0.03,1.62,127,0.87,1123,16.7,5017,4.52,0.8,292.44,43.21,14.59
CONFIRMED,12.29,131.9,0.29,3,1620,2.21,434,23.8,3891,4.72,0.56,283.34,47.17,16.28
CONFIRMED,58.03,138.74,0.02,5.58,807,3.21,486,34.9,5467,4.27,1.15,299.5,40.67,14.47
CONFIRMED,14.43,136.76,0.01,3.75,221,1.68,773,15.2,5467,4.27,1.15,299.5,40.67,14.47
CONFIRMED,26.68,150,0.71,2.7,475,2.69,630,20,5467,4.27,1.15,299.5,40.67,14.47
CONFIRMED,0.87,132.07,0.14,1.07,489,1.52,1389,27.3,4792,4.63,0.7,288.43,40.38,15.9
CONFIRMED,11.83,137.7,0.27,3.34,191,1.18,730,9.1,5653,4.55,0.86,286.4,45.34,15.23
CONFIRMED,14.75,137.16,0.88,1.25,261,1.63,678,8.3,5653,4.55,0.86,286.4,45.34,15.23
FALSE POSITIVE,1.48,131.76,0.62,1.83,166,1.46,1743,43.4,5996,4.34,1.08,282.01,46.43,13.66
CONFIRMED,6.89,133.18,0.7,4.47,68.7,1.3,1155,38.2,5788,4.12,1.47,291.39,41.99,11.2
FALSE POSITIVE,165.76,207.31,98.6,8.45,57.3,15049.8,398,12.8,5800,4.12,1.41,292.63,44.02,10.46
FALSE POSITIVE,1.11,131.76,0.14,2.11,160,1.07,1635,15.5,5776,4.55,0.85,295.86,39.14,15.41
CONFIRMED,0.68,131.68,0.03,1.83,201,1.36,2085,22.4,5966,4.49,0.96,294.77,41.64,15.89
FALSE POSITIVE,17.73,143.92,0.51,5.56,217,1.24,597,17,5335,4.56,0.83,290.25,38.34,14.63
FALSE POSITIVE,10.06,135.24,0.73,2.86,286,1.49,729,18.6,5438,4.57,0.82,288.97,44.36,14.89
FALSE POSITIVE,1.13,132.53,0.34,3.1,134,0.83,1429,14.3,5366,4.63,0.72,294.31,39.77,15.63
CONFIRMED,16.23,171.68,0.02,7.46,502,3.54,926,194.9,5919,4.04,1.59,291.25,49.23,11.87
FALSE POSITIVE,15.41,144.98,0.96,3.4,600,2.82,618,7.5,5240,4.56,0.86,296.55,39.22,14.37
FALSE POSITIVE,1.11,131.57,0.21,1.35,158,1.07,1539,38.7,5227,4.46,0.87,286.87,41.8,14.14
CONFIRMED,21.87,140.3,0.56,5.52,126,1.51,790,43.5,6214,4.24,1.3,289.35,44.21,10.5
CONFIRMED,9.02,133.54,0.01,3.01,215,1.62,939,23.5,5885,4.35,1.11,290.94,40.48,13.64
CONFIRMED,17.34,138.97,0.49,3.4,159,1.43,755,13.5,5885,4.35,1.11,290.94,40.48,13.64
FALSE POSITIVE,0.81,131.65,0.7,2.33,135,1.91,2563,12.3,6366,4.17,1.54,292.5,49.33,11.75
FALSE POSITIVE,0.88,131.5,0.41,1.1,270,1.57,1864,25.3,5727,4.44,0.94,294.58,38.27,14.85
FALSE POSITIVE,2.49,133.61,0.07,2.33,8040,8.91,1342,43.2,5780,4.44,1,294.11,46.21,17.69
FALSE POSITIVE,1.01,131.72,0.47,1.32,126,1.03,1815,17.9,6089,4.53,0.89,294.64,39.4,14.72
FALSE POSITIVE,2,132.86,0.56,4.51,197,1.11,1182,21.9,5235,4.6,0.77,297.82,41.97,15.73
FALSE POSITIVE,0.76,131.81,0.69,3.16,168,1.38,1999,76.4,5780,4.44,1,284.35,40.72,13.57
CONFIRMED,25.87,143.29,0.2,5.09,694,2.88,667,20.1,6036,4.38,1.09,285.8,40.94,15.32
CONFIRMED,20.26,135.28,0.91,4.66,185,2.12,770,19.9,5937,4.25,1.29,284.57,41.78,13.7
FALSE POSITIVE,1.28,169.67,0.93,0.92,526,4.52,2215,196.4,5918,3.98,1.6,295.1,40.99,12.11
CONFIRMED,7.44,137.75,0.86,4.55,79.7,1.33,1075,14.2,5937,4.25,1.29,284.57,41.78,13.7
CONFIRMED,99.25,148.53,0.95,7.21,538,2.17,300,20.5,5010,4.62,0.72,285.72,44.76,14.7
FALSE POSITIVE,3.85,134.44,0.59,2.3,504,2.12,1147,13.6,5984,4.52,0.91,294.36,38.95,15.85
FALSE POSITIVE,119.08,163.56,1.26,2.56,2950,22.19,240,18.9,4412,4.66,0.62,295.68,51.26,15.82
CONFIRMED,6.48,132.86,0.73,3.27,142,1.26,934,13.7,5496,4.42,0.98,298.66,48.25,14.42
FALSE POSITIVE,21.39,141.3,0.35,3.51,646,1.72,483,25.1,4889,4.64,0.69,290.29,40.69,14.99
CONFIRMED,14.38,140.58,0.7,8.38,179,1.84,889,39,6115,4.25,1.29,290.08,50.86,13.31
CONFIRMED,47.32,170.06,0.19,10.47,263,2.1,598,36.2,6115,4.25,1.29,290.08,50.86,13.31
CONFIRMED,11.13,139.54,0.59,2.61,6060,4.04,408,65.6,3640,4.74,0.5,294.53,46.64,16.84
CONFIRMED,2.22,131.82,0.8,1.82,285,1.7,1283,22.1,5417,4.45,0.9,297.02,43.43,15.39
CONFIRMED,3.35,131.64,0.09,1.99,345,1.88,1294,20,6198,4.46,1.01,294.29,50.73,15.53
FALSE POSITIVE,1.62,131.69,0.23,1.73,41.7,1.31,2158,18,5622,3.81,2.02,299.06,44.07,12.74
CONFIRMED,3.45,132.23,0.7,2.1,83.5,0.7,1015,15.6,5374,4.56,0.72,288.83,47.55,13.85
CONFIRMED,2.01,133.25,0.87,1.93,59.5,0.65,1216,13.9,5374,4.56,0.72,288.83,47.55,13.85
FALSE POSITIVE,1.87,132.51,0.46,1.19,177,1.4,1565,17.2,6065,4.43,1.02,289.65,43.58,14.94
CONFIRMED,15.14,143.75,0.14,4.36,477,1.93,714,20.1,5926,4.53,0.89,288.77,46.39,15.68
CONFIRMED,2.44,132.8,0.26,1.85,59.1,0.67,1249,11.9,5561,4.49,0.87,284.46,40.14,13.35
FALSE POSITIVE,1.76,132.08,0.56,2.38,140,1.21,1519,13.5,5784,4.42,0.98,295.23,44.11,15.23
CONFIRMED,2.23,133.37,0.05,1.71,1840,2.1,697,36,3640,4.74,0.5,294.53,46.64,16.84
CONFIRMED,0.96,132.13,0.74,1.68,304,1.52,1666,31.6,5704,4.58,0.8,293.2,45.44,15.81
CONFIRMED,16.24,171.02,0.77,3.97,647,2.76,711,125.8,5683,4.42,0.99,297.07,40.53,10.3
CONFIRMED,4.77,134.86,0.19,3.24,252,1.78,1219,35.4,6237,4.37,1.12,287.09,46.95,14.08
CONFIRMED,44.62,164.45,0.62,7.83,240,2.31,693,28.4,6763,4.22,1.42,292.48,46.02,13.79
FALSE POSITIVE,1.71,131.87,0.56,3.34,50.4,1.84,2551,22.9,6340,3.73,2.5,291.69,39.43,13.3
CONFIRMED,3.4,132.06,0.91,1.96,156,1.34,1236,19.9,6177,4.52,0.91,291.84,45.18,14.5
CONFIRMED,14.01,132.97,0.27,3.4,170,0.98,617,22.6,5153,4.55,0.77,299.66,40.84,13.38
FALSE POSITIVE,1.7,132.46,0.15,1.91,57.6,0.69,1525,13.9,6026,4.5,0.9,293.08,38.36,13.78
FALSE POSITIVE,3.78,134.21,0.63,5.82,47.1,3.99,2580,22.2,6115,3.27,5.54,292.24,39.01,12.92
CONFIRMED,1.31,131.53,0.22,1.92,141,1.15,1655,17.2,5926,4.5,0.96,288.89,44.84,15.37
CONFIRMED,1.29,131.99,0.2,1.86,66,0.89,1887,15.9,6384,4.42,1.09,285.75,39.25,14.14
CONFIRMED,10.57,175.07,0.79,1.73,299,2.07,844,82,5720,4.4,1.08,287.48,38.23,11.46
CONFIRMED,3.78,133.51,0.02,2.92,33.5,0.7,1311,12.2,6017,4.33,1.21,292.34,47.66,12.58
CONFIRMED,18.22,141.38,0.13,5.11,202,1.78,786,19.7,5951,4.28,1.26,294.34,44.92,14.54
CONFIRMED,47.45,173.46,0.02,10.68,206,1.61,551,16.9,6007,4.35,1.13,299.68,47.08,14.09
CONFIRMED,0.93,132.25,0.1,1.74,109,1.48,2291,79.7,6039,4.17,1.41,292.87,46.1,12.41
FALSE POSITIVE,0.78,131.99,0.03,1.92,317,131.4,10634,47.7,3853,0.89,78.87,299.56,40.46,13.82
CONFIRMED,4.12,134.12,0.81,1.49,426,1.93,895,20.8,4827,4.51,0.82,291.18,40.31,15.14
CONFIRMED,33.88,160.22,0.92,6.19,700,3.52,564,27.9,5533,4.35,1.07,285.02,42.09,15.16
CONFIRMED,27.57,145.4,0.56,5.26,296,1.94,636,20,5912,4.4,1.09,292.09,49.79,14.72
CONFIRMED,2.13,132.48,0.1,3.15,25.9,0.7,1668,22.1,5952,4.23,1.38,286.34,48.74,11.13
FALSE POSITIVE,0.7,131.66,0.39,0.82,531,2.15,2013,32,5955,4.52,0.91,284.44,40.69,15.73
FALSE POSITIVE,2.54,132.2,0.97,7.19,355,2.7,1477,37.6,6268,4.43,1.1,298.85,40.13,15.27
FALSE POSITIVE,1.33,132.05,0.37,3.32,31.7,0.4,1249,26.1,4947,4.62,0.71,295.15,46.77,12.91
FALSE POSITIVE,18.94,139.07,0.29,22.27,24.3,0.34,516,14,4947,4.62,0.71,295.15,46.77,12.91
CONFIRMED,10.65,136.09,0.05,2.68,741,2.2,737,17.5,5602,4.57,0.82,291.35,45.17,15.97
CONFIRMED,3.3,133.57,0.01,4.46,98.8,1.43,1543,19.3,6333,4.23,1.44,296.29,43.4,13.75
FALSE POSITIVE,5.63,136.86,0.97,6.54,298,2.11,979,14.3,5822,4.53,0.9,298.04,39.9,15.96
CONFIRMED,54.41,175.4,0.16,9.31,193,1.56,513,20.8,5746,4.31,1.13,294.83,46.66,13.85
FALSE POSITIVE,9.12,138.83,1.24,4.35,907,28.17,863,22.2,5899,4.5,0.96,293.08,42.28,15.68
CONFIRMED,13.85,141.65,0.01,7.28,84.6,1.45,977,35.2,5919,4.04,1.59,291.25,49.23,11.87
CONFIRMED,6.12,134.94,0.79,3.47,129,1.51,1140,20.1,6052,4.29,1.2,288.37,43.35,13.27
CONFIRMED,11.24,136.32,0.52,4.24,136,1.44,931,17.4,6052,4.29,1.2,288.37,43.35,13.27
CONFIRMED,4.03,133.77,0.19,3.17,100,1.21,1311,18.6,6052,4.29,1.2,288.37,43.35,13.27
CONFIRMED,8.92,137.49,0.12,3.93,111,1.27,1006,15.3,6052,4.29,1.2,288.37,43.35,13.27
CONFIRMED,7.81,172.61,0.03,4.1,117,1.68,1196,32.3,6237,4.14,1.54,288.1,50.03,10.42
CONFIRMED,0.92,132.02,0.23,1.16,98.5,0.6,1212,23,4374,4.64,0.61,293.61,42.2,14.11
FALSE POSITIVE,0.6,131.95,0.56,1.92,106,1.24,2564,26,6543,4.38,1.16,299.08,40.83,13.36
FALSE POSITIVE,2.7,132.99,0.63,3.89,109,1.24,1406,22.2,5653,4.25,1.14,283.74,47.8,14.52
FALSE POSITIVE,3.17,133.38,0.21,2.51,136,0.91,1077,16.2,5369,4.51,0.78,296.89,42.66,14.16
FALSE POSITIVE,5.24,132.71,0.01,10.87,225,0.91,654,36.9,4194,4.63,0.63,291.9,41.74,15.29
FALSE POSITIVE,5.2,133.34,0.6,2.16,321,1.37,836,17.7,5044,4.55,0.74,292.38,39.44,14.94
FALSE POSITIVE,0.59,131.74,0.4,1.17,135,1.3,2385,21.6,6246,4.43,1.09,294.47,40.28,15.05
FALSE POSITIVE,1.47,132.33,0.21,1.51,52.3,1.6,2472,15.8,6230,3.85,2.19,297.32,48.24,13.15
CONFIRMED,28.45,176.71,0.5,8.16,1420,6.08,769,244.7,6206,4.16,1.57,295.49,51.01,11.68
FALSE POSITIVE,0.62,132.1,1.16,2.48,108,29.28,2947,30.8,6559,4.13,1.6,299.51,40.48,12.88
FALSE POSITIVE,0.59,131.5,1.16,2.44,194,51.02,3434,48.3,5787,3.68,2.67,299.06,41.51,13.74
FALSE POSITIVE,0.93,132.18,0.31,2.05,73.8,2.29,3156,20.3,6477,3.78,2.63,299.63,47.48,12.31
FALSE POSITIVE,25.71,156.67,0.72,6.06,266,1.75,670,27.6,6326,4.46,1,297.98,39.9,13.86
FALSE POSITIVE,2.63,131.62,0.09,3.19,89.9,1.01,1375,15.3,5884,4.41,1.07,299.36,40.43,14.04
CONFIRMED,1.88,132.26,0.25,2.39,47.5,0.78,1701,20.6,6324,4.35,1.12,290.69,48.7,13.3
CONFIRMED,35.33,153.98,0.66,5.97,99.7,1.55,670,28.8,5788,4.12,1.47,291.39,41.99,11.2
CONFIRMED,15.09,175.95,0.02,4.33,77.8,1.42,968,29.5,6063,4.06,1.61,282.49,43.98,11.39
CONFIRMED,5.31,134.25,0.17,3.02,128,1.08,1042,16.7,5914,4.48,0.96,286.96,42.54,14.7
CONFIRMED,0.74,131.91,0.2,1.02,196,1.22,1873,20,5618,4.49,0.87,289.2,46.65,15.92
FALSE POSITIVE,75.86,165.55,0.94,5.38,1150,2.72,281,16.1,4474,4.67,0.61,297.59,40.81,15.4
FALSE POSITIVE,7.73,136.19,0.2,2.06,405,1.89,899,14.6,5765,4.47,0.94,292.91,40.15,15.65
CONFIRMED,14.89,141.95,0.8,4.98,253,1.96,831,28.4,6143,4.34,1.12,289.06,50.46,13.91
CONFIRMED,4.52,133.22,0.2,3.47,106,1.31,1214,26.2,5576,4.2,1.29,284.68,44.42,13.84
FALSE POSITIVE,2.01,132.58,0.42,2.07,352,1.64,1319,21.8,5645,4.55,0.87,295.33,39.16,15.66
CONFIRMED,7.03,134.45,0.01,5.92,85.4,1.38,1194,33.8,6170,4.19,1.5,289.92,46.74,12.81
CONFIRMED,54.28,140.72,0.85,5.52,148,2.07,604,20,6170,4.19,1.5,289.92,46.74,12.81
FALSE POSITIVE,0.6,131.82,0.28,0.72,105,1.92,2967,30.3,6049,4,1.83,285.92,38.87,13.48
CONFIRMED,12.58,175.02,0.04,6.38,119,1.53,917,62.1,5587,4.09,1.42,293.73,41.9,11.41
FALSE POSITIVE,7.13,137.43,0.71,3.18,206,1.38,941,20.7,6050,4.53,0.9,285.98,43.09,14.8
FALSE POSITIVE,0.66,131.86,1.17,4.11,216,23.92,2420,34.5,6363,4.39,1.2,292.54,47.37,15.4
FALSE POSITIVE,354.95,156.99,0.04,13.02,422,2.53,303,7,6392,4.37,1.23,292.54,47.37,15.4
FALSE POSITIVE,0.49,131.57,0.96,1.13,265,1.4,1505,20.3,4474,4.67,0.61,297.59,40.81,15.4
CONFIRMED,11.95,140.26,0.74,2.66,856,2.1,525,19.3,4359,4.61,0.66,297.37,40.37,15.91
FALSE POSITIVE,2.49,132.12,0.7,4.27,51.4,0.64,1230,15.1,5615,4.51,0.83,293.26,46.31,14.1
FALSE POSITIVE,20.23,141.39,0.25,3.67,194,0.99,562,11.5,5528,4.63,0.71,298.76,48.64,13.78
CONFIRMED,0.88,131.69,0.45,1.31,250,1.24,1564,21.2,5268,4.59,0.78,293.67,41.41,15.92
CONFIRMED,5.45,132.49,0.61,2.22,529,2.17,978,55.1,5721,4.52,0.91,292.97,41.04,12.43
FALSE POSITIVE,195.61,167.74,0.89,23.78,1650,10.65,467,102.7,5970,3.84,2.23,298.98,40.87,13.56
CONFIRMED,3.83,131.63,0.93,1.51,461,2.25,1012,40.2,5397,4.54,0.83,292.39,42.23,11.8
CONFIRMED,9.38,136.95,0.83,2.1,118,1.89,1125,21,6237,4.14,1.54,288.1,50.03,10.42
CONFIRMED,9.34,140.68,0.9,2.54,885,2.39,577,23.1,4442,4.62,0.65,281.65,48.27,15.91
